Timestamp,Review,Sentiment
2025-07-17 13:24:34,"disgusting customer service owner/manager rude service provided disgusting, website bears no resemblance actual hotel, 2 dogs run free lobby fight continuously.we moved moved morgan boutique street away,  ",0
2025-07-17 13:24:34,"best deal town write reviews feel compelled time, staying hotel currently times past, hotel center city 100 nearly impossible seattle, block westlake center blocks pike place market really ideal location, no-frills hotel rooms clean comfortable well-insulated w/ basic amenities including in-room coffee, housekeeping staff great desk personnel extremely kind helpful, nice restaurant downstairs laundry fitness room onsite, highly recommend place return,  ",1
2025-07-17 13:24:34,"good value money great value money, remember 2 star hotel, spacious rooms light clean, nicely designed ample bathrooms, kitchenette small fridge allowing stock groceries wine, morning staff drops fresh bread fridge pre-stocked, nespresso machine, good small staircase issue carrying lot luggage,  ",1
2025-07-17 13:24:34,"great stay stayed 3 nights mid april 1st anniversary, great location short walk union square china town, walked fisherman wharf n't far steep hills, room good size breakfast adequate safe street bellman desk friendly helpful, internet cable included laptop in-room movies provided free.in sum great value great location staying return,  ",1
2025-07-17 13:24:34,"bit obviously invested lot make good hotel, 1-impossible portal bar guest floors unless 6th floor lobby level stairs lift 5th floor, 2-very nice afternoon tea selection priced hk 198, great loose leaf tea.3-the branding notepads note minibar form eat hotel card irritating message checkout envelope miss already.4-the open concept bathroom does n't work families, blinds drawn light pours room somebody uses bathroom middle night disturbing asleep.5-the place restaurant staff n't familiar crumpets clotted cream jam opting serve version pancakes strawberries icing sugar maple syrup, explain incorrect menu indicates former.6-there no closet space family suite having adult bathrobes iron ironing board drawers in-room safe.7-internet cables minibar drawer bizarre unless plan connecting internet closet desk.8-minibar red wine jw black warm drawer minibar fridge no ventilation.9-front desk employees knowledgeable.10-concierge bellmen ball,  ",0
2025-07-17 13:24:34,"lovely little hotel stayed hotel 3rd feb 2 nights booking ridiculously cheap flights pisa ryanair, checked tripadvidor reports booking alba lastminute.com bb.the journey pisa florence easy cheap train coach took coach train hour scenery beautiful winter.the hotel literally 2 minutes away train station coach terminates, street n't prettiest florence long stretch area slightly insalubrious reputation did n't hear confirm felt perfectly safe walking round late night, street contains numerous hotels lots tourists around.the staff alba lovely perfect english speaking helps italian poor did try, hotel exactly like published photos, room ready midday checked nice early, 2nd floor overlooking street quiet heard noise outside adjacent rooms, bathroom small no bath not problem especially weekend break, hotel recently renovated rooms common areas impeccably clean smart, slight issue lack escape boarded doorway came conclusion kicked easily emergency breakfast served covered courtyard foyer simple fairly extensive continental, croissants pastries cheese ham yoghurt cereal fruit.whilst florence walked boboli gardens browsed jewellery ponte vecchio went uffizi visited santa maria novella duomo santa croce churches climbed camponile watched 6 nations rugby, stunningly beautiful city locals bit chic paris not surprising wealth lovely clothes shops, hotel alba short walk centre florence easy way, food recommend tre marli baldovino lovely tuscan food great service, baldovino particularly tasty organic local chianti, nice little cafe river near ponte vecchio great lunchtime panini sun.we took train pisa return flight apart religious quarter leaning tower little rave, n't nice restaurant early dinner ended eating airport 5 hours flight preference.the thing did n't really wanted weekend michelangelo david note accademia closed monday, just good excuse florence definitely stay hotel alba,  ",1
2025-07-18 21:18:21,"really cool, hotel great travel group friends super relaxed living rooms lobby enjoy drinks food trendy design setting.compared citizenm hotels oldfashioned dull,  ",1
2025-07-17 13:24:34,"nice room good location great loaction 2 blocks plaza catalunya perfect sight seeing want near dont want stay noisy las ramblas.airport bus, way stops end road stop plaza catalunya rate got included breakfast served till 11am, hotel fine weekend break consider hotel good 3* 4*,  ",1
2025-07-17 13:24:34,"best quality singapore not perfect, ve stayed ritz carlton 4 nights, actually wanted stay raffles plaza 5 nights hotel dreadful expensive value, look good hotels seasons hyatt oriental raffles.. decided stay ritz carlton, rooms quite spacious hotel clean stuff friendly, pool probably romantic town, course hotel not charming wo n't better, bit disappionted hotels singapore,  ",1
2025-07-17 13:24:34,"watch bad tast gone bad vacation, terrible vacation augest 2008. hotel bad, no hot water shower, water presure low, partio class door broke lock not working, room smell chemical, water leake ceiling, food bad no consistence tast, mislead information, althought service people try good job management systems infastructure, personally talke senior management problems, thier atttude leave, lot promisse not delevery, slow, request extra towels bed, days said check room not,  ",0
2025-07-17 13:24:34,"great location horrible hotel, aaah new orleans great place visit recommend sleepingin car staying hotel, attend national cardiac convention, hotel staff indifferent rude times, room absolutely no light bulbs lamps, not burned non existent, called desk told sorry actually local store buy intent leave, room dirty fixtures rusty did not work, ceiling cracked falling, shower head actually held pipe duct tape, travel lot business experience like, holiday inn ashamed particular hotel brandish,  ",0
2025-07-17 13:24:34,"great location hollow walls/floors location hotel excellent dam square shopping area coffee houses/red light district, bit walk central station need wheels suitcase tram, location perfect restaurants evening entertainment o hotel converted theatre lobby looks lovely rooms not noise insulated hear rooms upstairs downstairs door corridors, annoying feel unable squeaking floorboards neighbours night forget sleep unless comatosed, rooms not coffee/tea facilities room no ay-to-view tv just cnn bbc1 couple lift serving floors n't stairs, basic safe wardrobe falling apart, breakfast ok scrambed eggs bacon cereals fresh juices toast served opposite lobby, summary rooms low spec location perfect price ok esp occasional offers,  ",0
2025-07-17 13:24:34,"magnificent took care choosing hotel ubud special family holiday, did n't want soul-less chain 500 guests n't morning tennis/yoga type ones, really wanted 5 star bali feel having looked think hotel 5 star category thrilled decision stay, kupu kupu barong 22 villas different set ups website, thatched bali style beautifully manicured plants flowers stunning special requirements travelling 10 people quite ill 93 10 month old kupu kupu barong great villas differ quite lot having booked seen 5 definitely think aryung pool villa topped royal villa n't spend extra getting golf buggies members party old unwell hot climb stairs come bags great 93 year old party member shopaholic, n't stairs overlooking river bank, careful issue properties heaps stairs n't know ask wants walk 300 stairs pool hot staff n't nicer efficient kupu kupu barong, really taken aback attention, birthday sang happy birthday knew birthday picked buggy, good 10 month old playing making laugh welcoming n't children types hotels big pool terrific warmer villa pools great little older ones alike, little extras like plates mini tarts arrived villa night welcome gifts frangipanis villa day staircases welcome spelt petals ones bed robes slippers bed night, simply lovely hotel bent backwards accommodate wanted, criticism picky food restaurant n't brilliant hey hotel restaurants gastromomic sensations, certainly nice decent servings presentation, separate spa area not mango tree luxurious ca n't tell n't know n't pics website, kupu kupu barong placed, 10 mins cbd long walk n't half hour, close mozaic restaurant absolute ribs naughty nuri famous martini kill, things, australian recommend booking brian fernandes good bali tours www.balitours.com.au, got better deal web believe did homework, bali tours offer extra things like transfers seamless, thing really recommend brian knowledgeable efficient honest ask questions say no property n't, sort knowledge area invaluable ca n't sort advice hotel sites told stairs property, brian owe big thanks making holiday wonderful thanks taking bali tours offer tours booked webee google famous driver excellent cheaper, cars years great air lovely lovely man.i hope helps make decision 10 different times life people 20 30 50 60 90 baby brilliant, highly recommend kupu kupu barong hope enjoy time decide stay,  ",1
2025-07-17 13:24:34,"mixed review read reviews site chose travel ocean blue/sands, traveled single mother 16 yr. old daughter 19 yr. old son, single parent resort couples families, paid oceanfront deluxe junior suite upgrade, reached hotel 1 pm no available rooms went main buffet dining room lunch, say best thing resort food degreed executive chef, took room exactly 3 pm not junior deluxe suite remain room half hour searched correct room, new room deluxe suite oceanview not oceanfront nice, approx, 6 oceanfront rooms entire resort, different mattresses queen sized beds rock hard, son slept day bed equally hard, backaches entire trip, language real issue, 98 staff not speak english, tried tell housekeeping 3 room needed day bed sheets pillow blankets took 3 days finally understand towels, kept leaving 2 sets towels 1st days, paying deluxe suite supposed included extras beach towels room cigars special meals etc. got nothing, all-inclusive includes gratuities single staff member ran looked hand american bills waiting given him/her single staff person, expected tipped did, 3 people helped luggage expected tipped, male counted money given, employee pasta station main buffet dining hall asked son money, time called desk waited 20 30 rings answered, oj n't went breakfast 9:30, beware, no drinking age children served alcohol request time day, mimosa bloody mary stoli station main dining hall morning, beware, teen daughter beware male staff tries lure resort date, 23 year old entertainment employee native dr try talk daughter leaving resort disco daughter 16, golfer unfortunately no comments regarding golf resort, golfers 9 holes course completed, ocean blue/sands guests discount, 9 holes 57 18 holes 75, caddies optional certainly not required seasoned golfer, 9 holes quite nice, flora fauna premature years magnificent, beware, prices quoted time home pay quite bit exchange domincan peso, charge account came 20, example pair shorts bought 46 came statement 75, concierge golf brochure packages courses island, seasoned golfer advantage playing playa grande teeth dog punta cana dye fore, spectacular courses worth discounted prices, set buildings refer villas concierge desk managed individual speak english not entrance, duty 8 12 noon 4 8 pm, make reservations dinner restaurant main buffet dining hall reservations day advance not, free massages, reservations day advance no day advance, 30 minute massage supposed included voucher got 20 minutes, shortage masseuses n't book early day luck, restaurant main dining hall max 20 tables, went not close capacity, n't know handle dining running capacity, main dining room huge, dominican restaurant rt, 66 exceptional, las brasas mexican italian restaurants left things desired, restaurants not completed, going away surprise lobster dinner las brasas n't tell end trip, unfortunately overcook food good reason lobster overcooked consistency mashed potatoes, nice gesture hotel, read lot reviews site lot broken glass beach, did not resort property did glass outside resort, left resort march 16th, beware, n't shops open forget home wo n't able, fitness center not open, spa not open, casino not open, theater not open, places open pool beach children center 5 restaurants, climbing wall no, trampoline no, supposed motorized sports no charge nothing available no understand just stopped trying, magnificent pools, ca n't say beautiful enormous, pool lover place, like sax music sax player plays day lunch las brasas actually not called day restaurant beach serves lunch sax player hypnotize music utterly magnificent, bottled water restaurants beach room, drink, children did not resort drank water glass served table, son got diarrhea day left got day left daughter got day left, 5 days went doctors returned states not fun, drink bottled water, new resort paid trip knowing did n't matter flora fauna not mature areas planted, did n't matter not restaurants completed, did matter did not tell fitness center not open distance runner gym nut, work day home did n't want routine interrupted, unfortunately n't thing run resort couple times day, did chin ups shade apparatus beach lack pull-up bar gym, way beach magnificent water sand beach chairs palm trees shade casitas, positive thing wanted point bathrooms junior deluxe suite beautiful comparable seasons resort, no problems hot water water pressure earlier reviews expressed, overall really terrific resort albeit premature premature, not return certainly recommend caution wait couple years time perfect trying deliver accomplish,  ",0
2025-07-17 13:24:34,"overbooked, showed 10 check in- told not check 3 pm, came 4 pm told overbooked, business hotel quite ways away needed, adagio room hotel supposedly n't pay it- disconcerting incurred additional parking charges drive destination instead walking,  ",0
2025-07-17 13:24:34,"stay away, greasy sleazy stay away, rip-off street nathan road amidst camera-stores well-earned reputation no service high price lays hotel, stars appropriate hotel offers microscopic run rooms hk standards bathrooms not worth bath, dirty carpets walls, hotel run-down fact badly needs renovation 20 years, prices ridiculously high paid 1240 hk december 2007 room booked asia travel location rooms not worth half price, stay away look hotel clean rooms time better rate, g.s,  ",0
2025-07-17 13:24:34,"splendid time arrived new york having travelled sydney new york q.v, qm2, terminal booked suv ready, hotel luggage 7 ports taken room, whilst new york monday 28th april saturday 3rd courtesy attention exigencies given graciously, leaving saturday sought taxi available ports assembled taxi, enjoyed constant breakfast internet access, damned good cup tea.we recommend highly casablanca hote communicated professional colleagues.we shall staying casablanca october year.robert carmel luttonshortland new south walesaustralia,  ",1
2025-07-17 13:24:34,"fabulous n't think better hotel stay sidney, great location great rooms excellent food, probably comfortable bed slept,  ",1
2025-07-17 13:24:34,"wonderful surprise, must-stay san juan, wow, coral princess inn imagined, husband stayed coral princess week honeymoon not pleased, checked janisse greeted smile informed upgraded king suite honeymoon, communicated hotel email visit extremely helpful, janisse glenda particularly helpful pleasant entire stay, expected rooms extremely small room ample, room 24 second floor area hotel, definitely recommend requesting rooms, floors marble room bathroom, bathroom shower/tub combo tub jacuzzi jets pleasant surprise, closet/wardrobe drawers provides limited space hanging clothes, courtyard area beautiful continental breakfast morning sufficient croissants ham cheese waffles oatmeal juices, room mini fridge stocked beer water wine, bottles water 1 beer 2 expect minibar, note not size ironing board room prepared use small tabletop board iron, location hotel perfect ate 2 great restaurants magdalena hotel street cieto lindo mexican ramiros fine dining, beach 3 minute walk straight hotel, walgreens mentioned right corner open 24 hours, bus b21 drops right hotel, note ride buses make certain change n't accept bills credit cards.so said definitely recommend hotel return san juan stay coral princess inn, enjoy guy cynthia willis oklahoma,  ",1
2025-07-17 13:24:34,"modern chic far centre stayed vincci arena 3 nights august 2008. room clean air conditioning cold n't turn, deco stylish reception helpful, tried massage hotel waste money felt like rub massage, hotel located near espanya metro station far main town centre old town la rambla, not walkable distance public transport, did n't feel value money location,  ",0
2025-07-17 13:24:34,"stay hotel not good value money, stayed 2008 paid wooping 140 euro basic hotel breakfast, tiny room stipped bare bones twin beds pushed no table dirty old chair corner aircon tuned night need, dirty carpet no pictures walls room size bed no place suitcases, just depressing, reseption staff varies, none speak good english friendlier, romantic trip barca try finding nicer,  ",0
2025-07-17 13:24:34,"decent price hotel priced accordingly, husband went honeymoon 3 nights flying maui, hardly paid attention room, wanted cheap pricing expected room accordingly no big complaints, room fairly clean got upgraded junior suite honeymoon,  ",0
