Timestamp,Review,Sentiment
2025-07-18 21:18:21,"better location great service cleanliness terrible, checked 5:30 pm travelling companions room not serviced given key problem getting room.one bath taps hanging wall hair drier, cut head towell rack standing turning bath tap drops blood hand basin remained days, coffee maker cups not cleaned second day, breakfast adjacent restuarant food fine service terrible coffee n't topped took 1 hour just omelette, lot better cheaper alternatives.the hotel benefit complete make staff,  ",0
2025-07-18 21:18:21,"friendly staff central location sights great thai restaurants nearby, hotel manager lives premises family friendly folks, clean sheets clean shower not hilton reasonable price safe room, taylor post good location walkable restaurants wharf moderately healthy individual, street noise city-what,  ",0
2025-07-18 21:18:21,"not bad stayed april 17-20th, location great, right entrance bourban street, main concerns distance harrahs like casinos, distance not far, probably 10-15 min walk, lots people street felt safe times, hotel nice little worried reviews, complaint shower turn second, guess door flushing toilet, beds comfortable, rooms spacious, hotel old thats okay, really did n't stay hotel, walking new orleans arena superdome 20 minute walk, not really bad, think nicer hotels near/in french quarter, btw limo service 8 people airport hotel 90.00. a1regal company, beats cab prices,  ",0
2025-07-18 21:18:21,"best places stayed, absolutely loved place, trip hawai'i staff friendly, hotel room great view room clean, no problems, want thank dominique harris help, great host hope good work spunky attitude, mahalo,  ",1
2025-07-18 21:18:21,"great hotel 21 w hotel pretentious geared 20 year olds slightly sophisticated w san francisco chicago, pool tiny huge disappointment day mixture pounding techno music mixed random kids splashing parents staff allowing pool, amazed w allows kids run ghostbar super trendy filled pretentious dallas people, drinks tab friends tabs inaccurate, hotel overpriced, bed o.k, not great bedding looked old,  ",0
2025-07-18 21:18:21,"cow hollow motor hotel san francisco stayed second week august.this hotel good option car comes free parking handy san francisco, rooms not tastefully decorated big confortable clean bathrooms, overlooked lombard street nice view n't foggy, opposite hotel mel diner great place breakfast, 50 style diner excellent not cheap food, area hotel interesting not touristy, nicest streets walk lombard street,  ",0
2025-07-18 21:18:21,"fabulous sofitel stay, did extensive research settled hotel, wonderful experience, staff great helpful, sent fabulous restaurants gave umbrellas rained gave complimentary wine, clean beds dreamy, great location,  ",1
2025-07-18 21:18:21,"pretty good visit arrived couple days labor day long weekend lots spare rooms, floor like penthouse.expensive though.small bathroom sink actually outside room, weird.free internet.ok service ok breakfast, average location, average cleanness,  ",0
2025-07-18 21:18:21,"great place stay stayed nights trip usa, reiterate comments, great location union square great place based trip san fran, good rates room exec floor breakfast, huge rooms extremely comfortable beds.very good value money,  ",1
2025-07-18 21:18:21,"enchanting hotel tuscany moment entered foyer hotel knew stay amazing experience, travelled italy hotel far best lot, room hotel kind like staying attic, spacious extremely clean comparison hotels, just loved breakfast room sitting room delightful, best breakfast hotels italy, variety plentiful really enjoyed scrambled eggs bacon toast eating pastries day, hotel close train station major attractions foot, highly recommend day trip san gimingano countryside tuscany, amazing medieval town exlpore, not fault hotel, internet access simple reception staff helpful giving directions advising great eating places, arranged clothes washed delivered rooms small fee, worth travelling italy long, return florence definitely staying,  ",1
2025-07-18 21:18:21,"absolutely fabulous melia comfortable star hotel, lovely somewhat classic decorated rooms plush carpets mirrors don__t shy walking you__ve just come shower.the beds fantastic felt rested, pillow menu require type, standard room north no view no sun changed superior room best 18 euro extra spent, hotel built hill view balcony fantastic just relax watch sun set sitges bay, pool area nice hotel just stroll away beaches nudist, hotel hardly downsides, walk sitges downtown just little far takes 15 mins downhill taxi approx 6 euro, busstop hotel buses come half hour till 8 pm, downside not immediate area, food hotel average lots nice slightly snooty restaurants marina.tip downtown coco rico nice bar right heart sin street, features latin music lovely caipirinha__s 8,50 euro plus great entertainment consisting dancers feminine guy great dancer lady boy transvestite genuine girl think, sitges happening, you__ll great time,  ",1
2025-07-18 21:18:21,"friendly clean giada great sites doorstep run friendly small hotel, clean, noise expected city centre location lorenzo market square, family enjoyed convenience lovely views medici chapels, kids wedged pizzeria gelateria ice cream shop, watch pick pockets busy market,  ",1
2025-07-18 21:18:21,"watch scorpions- ouch recently stayed arizona biltmore time annual visit pheonix auctions, mistake inept check-in personnel kept credit-card initial room night lights heating did n't work requested non-smoking building cigarette smoke filling room 1am story does n't improve, highlight stay new room fourth floor bitten neck bed 2am scorpion critter no worse bee sting, came ventilation told, overall no compensation high price second rate rooms, far superior hotels pheonix favor stay away place,  ",0
2025-07-18 21:18:21,"excellente stayed week wife, bit reluctant dominican republic hearing bad reports, stay excellance completely won over.everthing place class rooms spacious beds enormous comfortable, food restaurants superb drinks great day night.would recomend hotel definitely returning,  ",1
2025-07-18 21:18:21,"good business location stayed gran melia mexico reforma 2 nights, hotel location business travel tourists hotel not walking-distance city center yuo need use taxi.the room fine clean confortable.breakfast included rate goof breakfast buffet.the hotel good rate compare international hotels mexico city not really 5 stars hotel rate/quality fine.sorry english not perfect,  ",1
2025-07-18 21:18:21,"wonderful staff planning trip paris friends looked lot websites read traveler reveiws, hotel lelovoisier looked good location reveiws positive booked 2 twin rooms, trip paris not stayed better hotel, friendly helpful, fabienne vanessa wondeful helping make reservations advising, metro staions close getting city easy, breakfast fresh tasty morning, neeshan delight helpful, rooms small clean quiet, bathroom shower little tricky no shower curtain door bathroom pretty wet showers, did feel unsafe neighborhood dark, highly recommend hotel going paris,  ",1
2025-07-18 21:18:21,"great hotel, friendly attentive clean greatest hotel rooms small set feeling larger, rooms nicely decorated room balcony amsterdam, staff not friendlier attentive need construction outside offered switch room not really bother stayed overall not happier stay time come amsterdam.. hotel nadia love, soon,  ",1
2025-07-18 21:18:21,"affordable great location guest hotel times years pleasurable stay great value, location unbeatable, just block union square walking distance shopping well-known restaurants theater bart cable cars.the rooms eleventh floor little bit expensive come extra amenities like bathrobes cd players continental breakfast nearby cafe, bob concierge character willing help, stay rooms hotel quieter fabulous view city, no not modern hotel city updated clean wonderful theater adjacent farallon restaurant best sf,  ",1
2025-07-18 21:18:21,"overpriced not trendy research thought hip trendy area dissappointed hotel area, yes entrance hotel looks like south beach miami rooms not, just idea taste 28 boyfriend 37 traveled pretty destinations internationally, consider trendy crowd easy, usually hit new trendy clubs traffic sports bars wine bars, pictures posted hotel website say photographer did amazing job real life furniture looked like purchased ikea small rooms small closet area restrooms shower does not sliding door curtain nor exhaust fans remove humidity basically crack window shower let humidity let hot air plus end water splashing shower restroom, big mess assure pretty low maintenance stuff usually does n't bother annoyed payed expected 5 star hotel amenities price, lastly pool dirty nice view blocked dirty safety glass it.hotel food overpriced instead opted hotdog vendor beach yummy 2.00 oh come shoe string fries, boyfriend better options old san juan, best food atmosphere old san juan, try dragonfly tantra restaurants, tried restaurants old san juan area dissappointed ca n't wait eat, old san juan nice nightlife not chic trendy better beach water club offer, beach water club beautiful lounge hear hip hop salsa night long nice alternated music little, tried hotel lounge night music way loud lounder club asked turn notch said no crazy noticed patrons annoyed sure not nor request, response trying bring people clubs area not sure crowd kinda young rowdy spring break crowd lounge rooftop open basically theory play music loud block radius hear come party, best club time casino tommy lee buddies partied night, think long music enjoyabe good company good time.things recommend try puerto rico toured bacardi factory fun better free drinks, did rainforest loved, fyi wear bathing suit clothes enjoy nice cool dip waterfall need trek, things liked hotel beach beautiful lounge great view, overall hotel 2.5 stars 5 lack hotel amenities overpriced quality staff not friendly exception boutique owner sweetheart, not staying hotel, hotel lost comes crowd catering, recommend hotel spring break crowd.my advice best town stay old san juan rent car drive beach public,  ",0
2025-07-18 21:18:21,"great location easy centraal station 5 minute walk busy main road deluxe room no traffic/people noise problems all.check in/out painless helpful provided map offered hold luggage day.did n't bother breakfast quite expensive 5 person.rooms great compact end day not looking palatial, clean good housekeeping, amenities wanted air sat tv good shower tea coffee making.there no room service,  ",1
2025-07-18 21:18:21,"great staff makes hotel step reading reviews booked hotel 6 nights november, great, asked room balconey booked time request, cancellation gave room.the staff sent excellent places eat, got reservations uffizi, staff friendly helpful.i stay definately recommend friends,  ",1
2025-07-18 21:18:21,"mature opulence original seasons hotel singapore, extremely convenient orchard area actually hussle bussle, not sure probably 25 years old matured gracefully, excellent staff excellent facilities rooms absolutely 5 star, quality staff efficient intrusive, normally stay fullerton pricing market level service going, holiday business try regent pleasantly surprised book singapore airways flight excellent value aroun,  ",1
2025-07-18 21:18:21,"beautiful hotel quiet good location safe got best hotel price.we standard room beautiful clean.it looked like website.it black marble fireplace room white marble reclining female nude statue tall ceilings.it great bathroom deep tub good bed.what u need romance.the hotel special set movies.the hotel staff helpful, hotel close galleries lafayette breakfast day terrace overlooking opera paris.breakfast cheaper half department store.have fun,  ",1
2025-07-18 21:18:21,"normandie charming, booked normandie december spring break 2005 saw negative reviews nervous, unfounded, like stepping era, staff efficient courteous trouble renting vehicle big carry brood 14, handled, did best accomodate big crowd, ate breakfast twice nicely presented portions small, pool nicely kept towels hand, beach n't desirable public beach walking distance gorgeous not caribe direction, spent day just vegging, quiet renovations 99 complete need nightlife, thought room adequate junior suite people did n't trip stayed places no bigger broom closet, old san juan easily accessible close airport, thing change location restaurant choices walking distance, ate lot subway week, amazing view ocean especially a.m. stay time travel pr intend spend time caribbean island, enjoyable trip overall,  ",1
2025-07-18 21:18:21,"excellent fronts wife stayed night february 2006 thought excellent, live albany ny occasion visit manhattan times year kids stay various hotels sure ranks high, room 38th floor overlooking east river chrysler empire state building pretty darn nice, king bed fine room certainly big especially room multiple beds fine kids, neighborhood nice attraction quiet not case manhatan hotels facing busy streets just 15-20 minute walk times square, did not eat restaurant hotel preferring graze walk including excellent asian deli lex 41st lex 48th, discovered best nyc pizza restuarants totonno 27th 2nd 15 minute walk, eating places closer just did n't, heard lovely indoor pool best manhattan hotel woudl make attractive families did n't try, good special rate 190 really exceptional hotel class, reason not sesion hotel not crowded heightens enjpyment place, people site complained mirrors lobby important enjoyment hotel, not irrelevant book, staff fine, valet parking offered 35-40/night no parked lot 15 blocks away 20 not wanted save money necessarily not walk discover manhattan better,  ",1
2025-07-18 21:18:21,"loved mandarin oriental singapore writing inform wonders mandarin oriental hotel singapore, experience sheer luxury, urge contemplating stay singapore seriously consider option available choose, terms value money hit, booked early directly hotel secured great rate 300 aud night 2 adults 1 child breakfast included, fantastic given excellent standard quality hotel, bonus roll bed free extra charge rarity singapore hotels checked, husband worked global role london based sydney 10 years, consequence spent time travelling world, fortunate able join trips experienced 5 6 star hotels, say mandarin oriental ranks highly, attention aspects service provision excellent, notable point friendly courteous attitude staff staff handled initial e-mail enquiries concierge dining staff right pool gym staff, expressed good cheer humour genuinely appeared love work committed making hotel function optimum performance, greatly impressed size room upgraded junior suite quality inclusions care taken clean room attend evening replenish bathroom items, point minor lead irritation unattended, similarly impressed fit gym hotel landscaping pool surroundings, walked check fullerton opinion pales comparison hotel, terms children definitely choice hotel singapore pool huge surrounding area great away intense hustle orchard rd great cheap-eating hawker food markets road beautiful riverside plu walks directions hotel, greater sense space hotel compared fullerton orchard rd hotels appeal kids, taxis cheap venues easily cheaply accessible, recommended hotel friends travel friends based singapore visiting, mandarin oriental definite choice preferred accommodation choose stay singapore,  ",1
2025-07-18 21:18:21,"great location friendly staff, friend just got staying hotel casci florence, not believe close cathedral sites, hotel clean maintained staff super friendly wanted make stay enjoyable possible, bumed did rain days grateful hotel provided umbrella, room bathroom decent size complaint mattresses little firm tastes, fridge flat screen tv nice surprise free access internet, definitly stay hotel highly recommend hotel,  ",1
2025-07-18 21:18:21,"awesome hotel stayed luanna week 1 6. visit oahu, hotel awesome friendly staff great clean rooms comfortable beds, maid service efficient, air conditioning great long hot day sun, hotel room not microwaves book kitchenette wish, quiet hotel looking escape hustle bustle downtown close walk royal hawaiian shopping center international marketplace, enjoy walk fort derussey park famous waikiku beach 10 minutes away, easy access public transportation shopping shuttles, possibly want situated right, stayed fifth floor park view room great view downtown partial oceanview background, hotel offers discount holds entertainment card, saved 10 night, phone card machines pay phones paid internet service, small charge local credit card calls room, internet service came handy print boarding passes departure, no dispute billing, flight did not leave 6:30 pm stowed bags free charge, love hawaii luana definately book trip islands,  ",1
2025-07-18 21:18:21,"hope come chose hotel based location reviews tripadvisor say written upsides hotel true, lovely staff excellent location low rates, accept bit noise night garbage trucks far guess, conclusion definately coming hotel chance san francisco,  ",1
2025-07-18 21:18:21,"beautiful just returned 5 night stay beach hotel, experience wonderful, read negative reviews going apprehensive say, grounds beautiful maintained, staff friendly helpful, food good prepared different manner usa, variety food excellent service attentive, drinks kept flowing liquor, rooms nice size lovely balcony, colorful bedspread added decor, negative small towels like rough bathmats bathmats big feet, maid service kept rooms clean in-room frig kept stocked, small tip day appreciated hard working staff, beach hotel active, visited golf casino hotels used facilities, quieter suited age group, action went beach, took jurassic safari excursion great day learning culture dominican people, used hotelbeds transportation airport, convenient, hotelbeds rep nollie gave lots useful information freindly, definately looking forward going resort, recommend great vacation,  ",1
2025-07-18 21:18:21,"great hotel perfect central location just came trip san juan puerto rico, chose stay sheraton old san juan reviews site good, originally thought stay east coast glad stayed, not mention reviews sheraton properties coast terrible, location perfect want truly explore puerto rico central location easily accessible freeways tollways, easily walk forts central location, went day weekend wanted feel safe stayed, night felt completely safe leaving hotel walking streets restaurants nightclubs, walk valet turn right walk steps restaurant central, good restaurants, restaurant hotel did make visit day late lunch, menu not impressive asked waiter crab cakes said yes readily agreed make crab cake sandwich crab cakes not menu, good not gambler like casinos definitely place, night walked right night walked reminded cruise ship maybe better, slot machines black jack tables roulette tables, place packed, wo n't hear noise room.the rooms exactly hoped, stay w properties quite bit business traveler better room w properties, plus used hotel points entire stay, water hot nice shower head new rounded shower curtain rods lots counter space bathroom comfy beds nice flat screen tv plenty room, did n't bring laptop believe free wireless lobby charge use room.everybody pleasant courteous hotel, valeted car evening believe cost 18/night.if going cruise want stay night cruise definitely recommend hotel, just pier 3. driving airport 26 west old san juan veer left says convention district stay right lane, hotel couple miles right, port left possibly cruise ships, lot construction going san juan right best fastest way hotel, construction going hotel did not notice believe working rooftop terrace pool chose beaches instead pool n't know doing.all definitely stay,  ",1
2025-07-18 21:18:21,"great value money tegal sari lovely hotel, wife stayed 3-days middle honeymoon, cheapest resort stayed just nice, facilities nice pictures, stayed duplex room nicest room, large room 2 balconies jacuzzi tub, tub nice different expected, not deep thought, staff really nice helpful, willing drive wanted ubud free pick, food just okay cheap, cokes refrig room cost 3,500 0.40 cents american, ice cream good dinners, definetly bang buck stayed,  ",1
2025-07-18 21:18:21,"par price stayed marco polo hotel 1 night november 18 19 time, check quick efficient got room no light working called reception, person housekeeping arrived 5 minutes later light bulbs quickly realized wrong light did not work, mentioned need engineer went reception change room not exactly want 16 hours trip europe got new room quickly worked fine, room large separate pantry old-fashioned worn fixtures furniture, tv small not possible bed, internet speed fine hkd 120 24 hours breakfast arrived morning exactly time, check-out quick efficient.in conclusion stay expected, middle class business hotel got paid fact checked room nothing worked pulls evaluation,  ",0
2025-07-18 21:18:21,"treat good room glimpse bridge, thought room, impeccable service, excellent food bar restaurant, brilliant value, criticism so-called business centre disgrace expensive compared dubai bangkok internet cut warning ludicrously short opening hours,  ",1
2025-07-18 21:18:21,"great choice, stayed argonaut 7th 10th sepember second leg honeymoon states, loved, booked expedia got pretty good rate realised making booking got slightly cheaper booking direct kimpton hotels parent, shop best rate.on arrival doormen check-in staff friendly efficient, bottle champagne ice-bucket waiting room honeymoon nice touch, room pretty large beautifully decorated nautical theme.it inward facing room i.e, no bay view bright looks window holiday, furnished k/s bed fridge minibar tv dvd safe leopard print bath-robes, bathroom large modern spotless, hotel decor furnishings clean new, wine tasting hour 5pm 6pm great, complimentary californian wine delicous gets evening flying start really nice way meet guests, wanted know area restaurants just asked doormen, knowledgeable helpful, stopped traffic cross road dining great seafood restaurant opposite hotel recommend bodins couple yards waterfront clam chowder sourdough breadbowl, speciality- eat dishes, cable-car outside hotel chinatown, lots restaurants cheap deals.sightseeing bus golden gate bridge, walk follow turn right sausolito 25 min, walk, lovely little town ferry straight bay great views alcatraz golden gate sf fisherman wharf.alcatraz trip excellent value 16, suggest booking advance, booked hotel concierge charged extra 10 privillage airport transfers, used airport shuttle excellent value 25 return door door service, price list airport information desk.finally warm clothes, san francisco chilly rod dog,  ",1
2025-07-18 21:18:21,"fantastic stay affinia 50 stayed affinia 50 december 22-29 2007. not happier, room bedroom suite spacious comfortable family including 2 teenagers, desk doormen extremely helpful, especially enjoyed club floor complimentary drinks 6 7pm, met fellow travellers able share experiences ideas great idea, location fantastic walk rockerfeller centre grand central station times square, definitely reccommend stay affinia hotel future,  ",1
2025-07-18 21:18:21,"surprising treat spent weekend july 15/16 2006 cartwright hotel based purely recommendations read site, actually expecting like small older european hotel, cartwright amazing, small elegant pleasant staff knowlegable city, room small nicely appointed queen bed linens quality, no airconditioning temperatures sf rarely warrant open windows fresh air night 4th floor, wine hour afternoon gave opportunity meet guests share days adventures breakfast buffet adequate, walk half block powell st cable car usually crowded stop, sf taxi cabs clean reasonably priced usually came built tour guide unlike cities english optional business, cartwright definitely hotel choice return san francisco,  ",1
2025-07-18 21:18:21,"great service nice pool ok beach lovely grounds small rooms stayed 5 days 4 nights 1st 5th, quick cab ride hotel, no line checkin requested king bed guaranteed offered doubles b club level floor, wasnt thrilled went, grounds hotel beautiful, issue posters close airport nonissue, inside hotel heard planes taking, outside hotel heard thrusts engines twice, white noise wind pool people ocean not airport thought, club level nice, compare club levels st. regis aspen, pales compared worth upgrade, club level 5 sittings day food drinks champagne/wine/mixed drinks night, free newspapers coffee drinks nice touch, young family especially baby club level opinion, open 7am 10pm, service club level great staffed personal concierge, food club level ok impression mass production convenience great, rooms, rooms nice nothing spectular, somewhat small nice view paid mini-bar no separate refrigerator adveristed nicely appointed bathroom robes, glaring miss no place hang wet clothes day beach, clothes lines cost 5, nice tv dvd player included, cleaning people good nice ladies, free internet access no wireless wireless lobby, beach pool, pool main attraction hotel, no problem finding chairs towels abundant, drink/waiter service nonexistent, staff did good job turning chairs, beach 3 hammocks lounge chairs nice beach, beach wide long low breakers, not crystal blue tahiti better ft. lauderdale beaches, like gamble casino nice, craps 2x odds 15 blackjack double zero roulette, no limit locals playing, drink service good, dinner hotel, el mulino tip not order specials not want sticker shock, la carte fish dish cost 80, mind n't rare succulent japanese poison fish dover sole, maybe sole swallowed caviar feeding n't minded n't mind paying good meal n't want pay 20 cup coffee example coffee incident did n't actutally occur, fared better blt fully priced knew, mares ok nothing great food, overall staff pleasant property nice, met nice people, ca n't comment location dinner old san juan did n't leave resort, overall outstanding service ritz worth trip,  ",1
2025-07-18 21:18:21,"ok hotel good location stayed night way beijing rawa island, hotel service room ok. location great shopping restaurants, probably stay, opinion nice 3 star hotel,  ",0
2025-07-18 21:18:21,"barcelona rocks, stayed hotel jazz girlfriend 3 nights end august.the hotel excellent location carrer pelai, close placa catalunya ramblas appreciate buzz city removed respite mayhem crowds, caught airport bus barcelona costs 7 euros person return trip, hotel located 2 mins walk maximum placa universitat stop 2nd route, hotel modern clean, air conditioning room superb balcony looking street outside, room good size, bathroom fine scrimp bit toiletries, bring shower gels unless consider washing unnecessary luxury travels.the downside hotel possibly strengths depending viewpoint, hotel superbly situated 2 different metro stations extremely handy need city sights, downside feel rumbling trains hotel 3rd floor located, worse incessant sound taxi horns hotel mela times square nyc ca n't say disturbed consideration light sleepers irritation, couple shops hotel useful snacks drinks want avoid minibar prices, pool roof tiny n't recommend booking pretty nice place kill time particularly check day just wanted sit chill, n't expect able sit night, shuts fairly early.the hotel excellent 3 star property suggest prices pretty 4 star level, aside hotel tourist bus stopped directly opposite room recommend good way getting overview timer city want possible different areas, think used barcelona tours continuous loop alternative bus turistic 3 different loops involves changing bus round different areas.see gaudi, no fan architecture means, parc guell worth visit nice day n't mind walking uphill, sagrada familia outstanding, couple boat tours port harbour, personally bit underwhelming, save time money things.the nou camp tour worth visit no fan football, stadium amazing history club fascinating, plans redevelopment spectacle completed.ignore negative websites sprung make barcelona akin early days wild west, n't, just sensible major city, read ludicrous claims mark target muggers/pickpockets wore shorts/looked map/did n't speak spanish, rubbish, area ramblas felt safe, couple areas lower end raval little seedy late night just n't stupid fine, worst crime encountered charged 10 euros 2 heinekens irish bar just ramblas heard no-one eats restaurants 9 suffer lack atmosphere did, did n't appear strictly true concede 3 nights, tell restaurants open 8-8.30pm worth getting avoid queues, saturday night arrived restaurant 8.30 offered seat terrace opting window seat overlooking ramblas, 9 turning people away, 9.45 taken pick tables, burst activity 9 n't bad.enjoy,  ",1
2025-07-18 21:18:21,"loved nadia, nadia great little hotel radhuisstraat right near anne frank house right near center centrum perfect location home base exploration amsterdam historic center, hotel comfortable staff superb friendly efficient, osam manager wonderful man kind helpful eager make sure needs met, notch choice hotel belies two-star status, real treat,  ",1
